YEAR,MONTH,VEGETABLE NAME,PRICE,UNITS,SHOPPING MALL PRICE
2022,August,Mustard Leaves,13,1kg,16 - 21
2022,August,Ladies Finger,21,1kg,25 - 35
2022,August,Pumpkin,22,1kg,26 - 36
2022,August,Radish,28,1kg,34 - 46
2022,August,Ridge Gourd,27,1kg,32 - 45
2022,August,Shallot (Pearl Onion),33,1kg,40 - 54
2022,August,Snake Gourd,28,1kg,34 - 46
2022,August,Sorrel Leaves,12,1kg,14 - 20
2022,August,Spinach,15,1kg,18 - 25
2022,August,Sweet Potato,37,1kg,44 - 61
2022,August,Onion Big,25,1kg,30 - 41
2022,August,Onion Small,31,1kg,37 - 51
2022,August,Tomato,21,1kg,25 - 35
2022,August,Green Chilli,41,1kg,49 - 68
2022,August,Beetroot,35,1kg,42 - 58
2022,August,Potato,35,1kg,42 - 58
2022,August,Raw Banana (Plantain),11,1kg,13 - 18
2022,August,Amaranth Leaves,8,1kg,Oct-13
2022,August,Amla,50,1kg,60 - 83
2022,August,Ash gourd,27,1kg,32 - 45
2022,August,Baby Corn,66,1kg,79 - 109
2022,August,Banana Flower,17,1kg,20 - 28
2022,August,Capsicum,35,1kg,42 - 58
2022,August,Bitter Gourd,41,1kg,49 - 68
2022,August,Bottle Gourd,28,1kg,34 - 46
2022,August,Butter Beans,78,1kg,94 - 129
2022,August,Broad Beans,39,1kg,47 - 64
2022,August,Cabbage,22,1kg,26 - 36
2022,August,Carrot,55,1kg,66 - 91
2022,August,Cauliflower,28,1kg,34 - 46
2022,August,Cluster beans,30,1kg,36 - 50
2022,August,Coconut,34,1kg,41 - 56
2022,August,Colocasia Leaves,13,1kg,16 - 21
2022,August,Colocasia,22,1kg,26 - 36
2022,August,Coriander Leaves,11,1kg,13 - 18
2022,August,Corn,24,1kg,29 - 40
2022,August,Cucumber,28,1kg,34 - 46
2022,August,Curry Leaves,27,1kg,32 - 45
2022,August,Dill Leaves,10,1kg,Dec-17
2022,August,Drumsticks,40,1kg,48 - 66
2022,August,Brinjal,32,1kg,38 - 53
2022,August,Brinjal (Big),26,1kg,31 - 43
2022,August,Elephant Yam,27,1kg,32 - 45
2022,August,Fenugreek Leaves,8,1kg,Oct-13
2022,August,French Beans,46,1kg,55 - 76
2022,August,Garlic,72,1kg,86 - 119
2022,August,Ginger,44,1kg,53 - 73
2022,August,Onion Green,38,1kg,46 - 63
2022,August,Green Peas,72,1kg,86 - 119
2022,August,Ivy Gourd,25,1kg,30 - 41
2022,August,Lemon (Lime),63,1kg,76 - 104
2022,August,Mango Raw,105,1kg,126 - 173
2022,August,Mint Leaves,5,1kg,06-Aug
2022,August,Mushroom,76,1kg,91 - 125
2022,August,Mustard Leaves,13,1kg,16 - 21
2022,August,Ladies Finger,21,1kg,25 - 35
2022,August,Pumpkin,22,1kg,26 - 36
2022,August,Radish,28,1kg,34 - 46
2022,August,Ridge Gourd,27,1kg,32 - 45
2022,August,Shallot (Pearl Onion),33,1kg,40 - 54
2022,August,Snake Gourd,28,1kg,34 - 46
2022,August,Sorrel Leaves,12,1kg,14 - 20
2022,August,Spinach,15,1kg,18 - 25
2022,August,Sweet Potato,37,1kg,44 - 61
2022,August,Onion Big,25,1kg,30 - 41
2022,August,Onion Small,30,1kg,36 - 50
2022,August,Tomato,18,1kg,22 - 30
2022,August,Green Chilli,40,1kg,48 - 66
2022,August,Beetroot,30,1kg,36 - 50
2022,August,Potato,36,1kg,43 - 59
2022,August,Raw Banana (Plantain),10,1kg,Dec-17
2022,August,Amaranth Leaves,10,1kg,Dec-17
2022,August,Amla,50,1kg,60 - 83
2022,August,Ash gourd,22,1kg,26 - 36
2022,August,Baby Corn,68,1kg,82 - 112
2022,August,Banana Flower,14,1kg,17 - 23
2022,August,Capsicum,32,1kg,38 - 53
2022,August,Bitter Gourd,36,1kg,43 - 59
2022,August,Bottle Gourd,28,1kg,34 - 46
2022,August,Butter Beans,70,1kg,84 - 116
2022,August,Broad Beans,44,1kg,53 - 73
2022,August,Cabbage,23,1kg,28 - 38
2022,August,Carrot,44,1kg,53 - 73
2022,August,Cauliflower,27,1kg,32 - 45
2022,August,Cluster beans,30,1kg,36 - 50
2022,August,Coconut,34,1kg,41 - 56
2022,August,Colocasia Leaves,10,1kg,Dec-17
2022,August,Colocasia,23,1kg,28 - 38
2022,August,Coriander Leaves,9,1kg,Nov-15
2022,August,Corn,24,1kg,29 - 40
2022,August,Cucumber,22,1kg,26 - 36
2022,August,Curry Leaves,28,1kg,34 - 46
2022,August,Dill Leaves,12,1kg,14 - 20
2022,August,Drumsticks,40,1kg,48 - 66
2022,August,Brinjal,28,1kg,34 - 46
2022,August,Brinjal (Big),29,1kg,35 - 48
2022,August,Elephant Yam,25,1kg,30 - 41
2022,August,Fenugreek Leaves,8,1kg,Oct-13
2022,August,French Beans,54,1kg,65 - 89
2022,August,Garlic,75,1kg,90 - 124
2022,August,Ginger,38,1kg,46 - 63
2022,August,Onion Green,38,1kg,46 - 63
2022,August,Green Peas,79,1kg,95 - 130
2022,August,Ivy Gourd,22,1kg,26 - 36
2022,August,Lemon (Lime),58,1kg,70 - 96
2022,August,Mango Raw,101,1kg,121 - 167
2022,August,Mint Leaves,5,1kg,06-Aug
2022,August,Mushroom,93,1kg,112 - 153
2022,August,Mustard Leaves,13,1kg,16 - 21
2022,August,Ladies Finger,25,1kg,30 - 41
2022,August,Pumpkin,21,1kg,25 - 35
2022,August,Radish,27,1kg,32 - 45
2022,August,Ridge Gourd,28,1kg,34 - 46
2022,August,Shallot (Pearl Onion),31,1kg,37 - 51
2022,August,Snake Gourd,27,1kg,32 - 45
2022,August,Sorrel Leaves,13,1kg,16 - 21
2022,August,Spinach,15,1kg,18 - 25
2022,August,Sweet Potato,38,1kg,46 - 63
2022,August,Onion Big,25,1kg,30 - 41
2022,August,Onion Small,30,1kg,36 - 50
2022,August,Tomato,18,1kg,22 - 30
2022,August,Green Chilli,40,1kg,48 - 66
2022,August,Beetroot,30,1kg,36 - 50
2022,August,Potato,36,1kg,43 - 59
2022,August,Raw Banana (Plantain),10,1kg,Dec-17
2022,August,Amaranth Leaves,10,1kg,Dec-17
2022,August,Amla,50,1kg,60 - 83
2022,August,Ash gourd,22,1kg,26 - 36
2022,August,Baby Corn,68,1kg,82 - 112
2022,August,Banana Flower,14,1kg,17 - 23
2022,August,Capsicum,32,1kg,38 - 53
2022,August,Bitter Gourd,36,1kg,43 - 59
2022,August,Bottle Gourd,28,1kg,34 - 46
2022,August,Butter Beans,70,1kg,84 - 116
2022,August,Broad Beans,44,1kg,53 - 73
2022,August,Cabbage,23,1kg,28 - 38
2022,August,Carrot,44,1kg,53 - 73
2022,August,Cauliflower,27,1kg,32 - 45
2022,August,Cluster beans,30,1kg,36 - 50
2022,August,Coconut,34,1kg,41 - 56
2022,August,Colocasia Leaves,10,1kg,Dec-17
2022,August,Colocasia,23,1kg,28 - 38
2022,August,Coriander Leaves,9,1kg,Nov-15
2022,August,Corn,24,1kg,29 - 40
2022,August,Cucumber,22,1kg,26 - 36
2022,August,Curry Leaves,28,1kg,34 - 46
2022,August,Dill Leaves,12,1kg,14 - 20
2022,August,Drumsticks,40,1kg,48 - 66
2022,August,Brinjal,28,1kg,34 - 46
2022,August,Brinjal (Big),29,1kg,35 - 48
2022,August,Elephant Yam,25,1kg,30 - 41
2022,August,Fenugreek Leaves,8,1kg,Oct-13
2022,August,French Beans,54,1kg,65 - 89
2022,August,Garlic,75,1kg,90 - 124
2022,August,Ginger,38,1kg,46 - 63
2022,August,Onion Green,38,1kg,46 - 63
2022,August,Green Peas,79,1kg,95 - 130
2022,August,Ivy Gourd,22,1kg,26 - 36
2022,August,Lemon (Lime),58,1kg,70 - 96
2022,August,Mango Raw,101,1kg,121 - 167
2022,August,Mint Leaves,5,1kg,06-Aug
2022,August,Mushroom,93,1kg,112 - 153
2022,August,Mustard Leaves,13,1kg,16 - 21
2022,August,Ladies Finger,25,1kg,30 - 41
2022,August,Pumpkin,21,1kg,25 - 35
2022,August,Radish,27,1kg,32 - 45
2022,August,Ridge Gourd,28,1kg,34 - 46
2022,August,Shallot (Pearl Onion),31,1kg,37 - 51
2022,August,Snake Gourd,27,1kg,32 - 45
2022,August,Sorrel Leaves,13,1kg,16 - 21
2022,August,Spinach,15,1kg,18 - 25
2022,August,Sweet Potato,38,1kg,46 - 63
2022,September,Onion Big,27,1kg,32 - 45
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,26,1kg,31 - 43
2022,September,Green Chilli,34,1kg,41 - 56
2022,September,Beetroot,32,1kg,38 - 53
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,9,1kg,Nov-15
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,27,1kg,32 - 45
2022,September,Baby Corn,68,1kg,82 - 112
2022,September,Banana Flower,12,1kg,14 - 20
2022,September,Capsicum,30,1kg,36 - 50
2022,September,Bitter Gourd,40,1kg,48 - 66
2022,September,Bottle Gourd,27,1kg,32 - 45
2022,September,Butter Beans,76,1kg,91 - 125
2022,September,Broad Beans,41,1kg,49 - 68
2022,September,Cabbage,30,1kg,36 - 50
2022,September,Carrot,42,1kg,50 - 69
2022,September,Cauliflower,27,1kg,32 - 45
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,35,1kg,42 - 58
2022,September,Colocasia Leaves,10,1kg,Dec-17
2022,September,Colocasia,24,1kg,29 - 40
2022,September,Coriander Leaves,7,1kg,08-Dec
2022,September,Corn,24,1kg,29 - 40
2022,September,Cucumber,27,1kg,32 - 45
2022,September,Curry Leaves,26,1kg,31 - 43
2022,September,Dill Leaves,15,1kg,18 - 25
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,28,1kg,34 - 46
2022,September,Brinjal (Big),28,1kg,34 - 46
2022,September,Elephant Yam,29,1kg,35 - 48
2022,September,Fenugreek Leaves,9,1kg,Nov-15
2022,September,French Beans,54,1kg,65 - 89
2022,September,Garlic,74,1kg,89 - 122
2022,September,Ginger,41,1kg,49 - 68
2022,September,Onion Green,45,1kg,54 - 74
2022,September,Green Peas,72,1kg,86 - 119
2022,September,Ivy Gourd,26,1kg,31 - 43
2022,September,Lemon (Lime),50,1kg,60 - 83
2022,September,Mango Raw,106,1kg,127 - 175
2022,September,Mint Leaves,4,1kg,05-Jul
2022,September,Mushroom,75,1kg,90 - 124
2022,September,Mustard Leaves,14,1kg,17 - 23
2022,September,Ladies Finger,22,1kg,26 - 36
2022,September,Pumpkin,25,1kg,30 - 41
2022,September,Radish,26,1kg,31 - 43
2022,September,Ridge Gourd,25,1kg,30 - 41
2022,September,Shallot (Pearl Onion),31,1kg,37 - 51
2022,September,Snake Gourd,29,1kg,35 - 48
2022,September,Sorrel Leaves,13,1kg,16 - 21
2022,September,Spinach,12,1kg,14 - 20
2022,September,Sweet Potato,36,1kg,43 - 59
2022,September,Onion Big,27,1kg,32 - 45
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,26,1kg,31 - 43
2022,September,Green Chilli,34,1kg,41 - 56
2022,September,Beetroot,32,1kg,38 - 53
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,9,1kg,Nov-15
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,27,1kg,32 - 45
2022,September,Baby Corn,68,1kg,82 - 112
2022,September,Banana Flower,12,1kg,14 - 20
2022,September,Capsicum,30,1kg,36 - 50
2022,September,Bitter Gourd,40,1kg,48 - 66
2022,September,Bottle Gourd,27,1kg,32 - 45
2022,September,Butter Beans,76,1kg,91 - 125
2022,September,Broad Beans,41,1kg,49 - 68
2022,September,Cabbage,30,1kg,36 - 50
2022,September,Carrot,42,1kg,50 - 69
2022,September,Cauliflower,27,1kg,32 - 45
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,35,1kg,42 - 58
2022,September,Colocasia Leaves,10,1kg,Dec-17
2022,September,Colocasia,24,1kg,29 - 40
2022,September,Coriander Leaves,7,1kg,08-Dec
2022,September,Corn,24,1kg,29 - 40
2022,September,Cucumber,27,1kg,32 - 45
2022,September,Curry Leaves,26,1kg,31 - 43
2022,September,Dill Leaves,15,1kg,18 - 25
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,28,1kg,34 - 46
2022,September,Brinjal (Big),28,1kg,34 - 46
2022,September,Elephant Yam,29,1kg,35 - 48
2022,September,Fenugreek Leaves,9,1kg,Nov-15
2022,September,French Beans,54,1kg,65 - 89
2022,September,Garlic,74,1kg,89 - 122
2022,September,Ginger,41,1kg,49 - 68
2022,September,Onion Green,45,1kg,54 - 74
2022,September,Green Peas,72,1kg,86 - 119
2022,September,Ivy Gourd,26,1kg,31 - 43
2022,September,Lemon (Lime),50,1kg,60 - 83
2022,September,Mango Raw,106,1kg,127 - 175
2022,September,Mint Leaves,4,1kg,05-Jul
2022,September,Mushroom,75,1kg,90 - 124
2022,September,Mustard Leaves,14,1kg,17 - 23
2022,September,Ladies Finger,22,1kg,26 - 36
2022,September,Pumpkin,25,1kg,30 - 41
2022,September,Radish,26,1kg,31 - 43
2022,September,Ridge Gourd,25,1kg,30 - 41
2022,September,Shallot (Pearl Onion),31,1kg,37 - 51
2022,September,Snake Gourd,29,1kg,35 - 48
2022,September,Sorrel Leaves,13,1kg,16 - 21
2022,September,Spinach,12,1kg,14 - 20
2022,September,Sweet Potato,36,1kg,43 - 59
2022,September,Onion Big,27,1kg,32 - 45
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,26,1kg,31 - 43
2022,September,Green Chilli,34,1kg,41 - 56
2022,September,Beetroot,32,1kg,38 - 53
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,9,1kg,Nov-15
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,27,1kg,32 - 45
2022,September,Baby Corn,68,1kg,82 - 112
2022,September,Banana Flower,12,1kg,14 - 20
2022,September,Capsicum,30,1kg,36 - 50
2022,September,Bitter Gourd,40,1kg,48 - 66
2022,September,Bottle Gourd,27,1kg,32 - 45
2022,September,Butter Beans,76,1kg,91 - 125
2022,September,Broad Beans,41,1kg,49 - 68
2022,September,Cabbage,30,1kg,36 - 50
2022,September,Carrot,42,1kg,50 - 69
2022,September,Cauliflower,27,1kg,32 - 45
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,35,1kg,42 - 58
2022,September,Colocasia Leaves,10,1kg,Dec-17
2022,September,Colocasia,24,1kg,29 - 40
2022,September,Coriander Leaves,7,1kg,08-Dec
2022,September,Corn,24,1kg,29 - 40
2022,September,Cucumber,27,1kg,32 - 45
2022,September,Curry Leaves,26,1kg,31 - 43
2022,September,Dill Leaves,15,1kg,18 - 25
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,28,1kg,34 - 46
2022,September,Brinjal (Big),28,1kg,34 - 46
2022,September,Elephant Yam,29,1kg,35 - 48
2022,September,Fenugreek Leaves,9,1kg,Nov-15
2022,September,French Beans,54,1kg,65 - 89
2022,September,Garlic,74,1kg,89 - 122
2022,September,Ginger,41,1kg,49 - 68
2022,September,Onion Green,45,1kg,54 - 74
2022,September,Green Peas,72,1kg,86 - 119
2022,September,Ivy Gourd,26,1kg,31 - 43
2022,September,Lemon (Lime),50,1kg,60 - 83
2022,September,Mango Raw,106,1kg,127 - 175
2022,September,Mint Leaves,4,1kg,05-Jul
2022,September,Mushroom,75,1kg,90 - 124
2022,September,Mustard Leaves,14,1kg,17 - 23
2022,September,Ladies Finger,22,1kg,26 - 36
2022,September,Pumpkin,25,1kg,30 - 41
2022,September,Radish,26,1kg,31 - 43
2022,September,Ridge Gourd,25,1kg,30 - 41
2022,September,Shallot (Pearl Onion),31,1kg,37 - 51
2022,September,Snake Gourd,29,1kg,35 - 48
2022,September,Sorrel Leaves,13,1kg,16 - 21
2022,September,Spinach,12,1kg,14 - 20
2022,September,Sweet Potato,36,1kg,43 - 59
2022,September,Onion Big,27,1kg,32 - 45
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,26,1kg,31 - 43
2022,September,Green Chilli,34,1kg,41 - 56
2022,September,Beetroot,32,1kg,38 - 53
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,9,1kg,Nov-15
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,27,1kg,32 - 45
2022,September,Baby Corn,68,1kg,82 - 112
2022,September,Banana Flower,12,1kg,14 - 20
2022,September,Capsicum,30,1kg,36 - 50
2022,September,Bitter Gourd,40,1kg,48 - 66
2022,September,Bottle Gourd,27,1kg,32 - 45
2022,September,Butter Beans,76,1kg,91 - 125
2022,September,Broad Beans,41,1kg,49 - 68
2022,September,Cabbage,30,1kg,36 - 50
2022,September,Carrot,42,1kg,50 - 69
2022,September,Cauliflower,27,1kg,32 - 45
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,35,1kg,42 - 58
2022,September,Colocasia Leaves,10,1kg,Dec-17
2022,September,Colocasia,24,1kg,29 - 40
2022,September,Coriander Leaves,7,1kg,08-Dec
2022,September,Corn,24,1kg,29 - 40
2022,September,Cucumber,27,1kg,32 - 45
2022,September,Curry Leaves,26,1kg,31 - 43
2022,September,Dill Leaves,15,1kg,18 - 25
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,28,1kg,34 - 46
2022,September,Brinjal (Big),28,1kg,34 - 46
2022,September,Elephant Yam,29,1kg,35 - 48
2022,September,Fenugreek Leaves,9,1kg,Nov-15
2022,September,French Beans,54,1kg,65 - 89
2022,September,Garlic,74,1kg,89 - 122
2022,September,Ginger,41,1kg,49 - 68
2022,September,Onion Green,45,1kg,54 - 74
2022,September,Green Peas,72,1kg,86 - 119
2022,September,Ivy Gourd,26,1kg,31 - 43
2022,September,Lemon (Lime),50,1kg,60 - 83
2022,September,Mango Raw,106,1kg,127 - 175
2022,September,Mint Leaves,4,1kg,05-Jul
2022,September,Mushroom,75,1kg,90 - 124
2022,September,Mustard Leaves,14,1kg,17 - 23
2022,September,Ladies Finger,22,1kg,26 - 36
2022,September,Pumpkin,25,1kg,30 - 41
2022,September,Radish,26,1kg,31 - 43
2022,September,Ridge Gourd,25,1kg,30 - 41
2022,September,Shallot (Pearl Onion),31,1kg,37 - 51
2022,September,Snake Gourd,29,1kg,35 - 48
2022,September,Sorrel Leaves,13,1kg,16 - 21
2022,September,Spinach,12,1kg,14 - 20
2022,September,Sweet Potato,36,1kg,43 - 59
2022,September,Onion Big,25,1kg,30 - 41
2022,September,Onion Small,31,1kg,37 - 51
2022,September,Tomato,26,1kg,31 - 43
2022,September,Green Chilli,40,1kg,48 - 66
2022,September,Beetroot,32,1kg,38 - 53
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),7,1kg,08-Dec
2022,September,Amaranth Leaves,9,1kg,Nov-15
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,22,1kg,26 - 36
2022,September,Baby Corn,71,1kg,85 - 117
2022,September,Banana Flower,14,1kg,17 - 23
2022,September,Capsicum,32,1kg,38 - 53
2022,September,Bitter Gourd,39,1kg,47 - 64
2022,September,Bottle Gourd,29,1kg,35 - 48
2022,September,Butter Beans,70,1kg,84 - 116
2022,September,Broad Beans,37,1kg,44 - 61
2022,September,Cabbage,26,1kg,31 - 43
2022,September,Carrot,44,1kg,53 - 73
2022,September,Cauliflower,29,1kg,35 - 48
2022,September,Cluster beans,31,1kg,37 - 51
2022,September,Coconut,33,1kg,40 - 54
2022,September,Colocasia Leaves,10,1kg,Dec-17
2022,September,Colocasia,27,1kg,32 - 45
2022,September,Coriander Leaves,11,1kg,13 - 18
2022,September,Corn,28,1kg,34 - 46
2022,September,Cucumber,26,1kg,31 - 43
2022,September,Curry Leaves,30,1kg,36 - 50
2022,September,Dill Leaves,10,1kg,Dec-17
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,29,1kg,35 - 48
2022,September,Brinjal (Big),26,1kg,31 - 43
2022,September,Elephant Yam,27,1kg,32 - 45
2022,September,Fenugreek Leaves,8,1kg,Oct-13
2022,September,French Beans,51,1kg,61 - 84
2022,September,Garlic,71,1kg,85 - 117
2022,September,Ginger,41,1kg,49 - 68
2022,September,Onion Green,35,1kg,42 - 58
2022,September,Green Peas,79,1kg,95 - 130
2022,September,Ivy Gourd,28,1kg,34 - 46
2022,September,Lemon (Lime),57,1kg,68 - 94
2022,September,Mango Raw,87,1kg,104 - 144
2022,September,Mint Leaves,5,1kg,06-Aug
2022,September,Mushroom,72,1kg,86 - 119
2022,September,Mustard Leaves,18,1kg,22 - 30
2022,September,Ladies Finger,22,1kg,26 - 36
2022,September,Pumpkin,22,1kg,26 - 36
2022,September,Radish,30,1kg,36 - 50
2022,September,Ridge Gourd,29,1kg,35 - 48
2022,September,Shallot (Pearl Onion),34,1kg,41 - 56
2022,September,Snake Gourd,30,1kg,36 - 50
2022,September,Sorrel Leaves,10,1kg,Dec-17
2022,September,Spinach,14,1kg,17 - 23
2022,September,Sweet Potato,38,1kg,46 - 63
2022,September,Onion Big,28,1kg,34 - 46
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,33,1kg,40 - 54
2022,September,Green Chilli,35,1kg,42 - 58
2022,September,Beetroot,35,1kg,42 - 58
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,10,1kg,Dec-17
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,26,1kg,31 - 43
2022,September,Baby Corn,64,1kg,77 - 106
2022,September,Banana Flower,18,1kg,22 - 30
2022,September,Capsicum,34,1kg,41 - 56
2022,September,Bitter Gourd,39,1kg,47 - 64
2022,September,Bottle Gourd,26,1kg,31 - 43
2022,September,Butter Beans,72,1kg,86 - 119
2022,September,Broad Beans,45,1kg,54 - 74
2022,September,Cabbage,21,1kg,25 - 35
2022,September,Carrot,43,1kg,52 - 71
2022,September,Cauliflower,26,1kg,31 - 43
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,32,1kg,38 - 53
2022,September,Colocasia Leaves,14,1kg,17 - 23
2022,September,Colocasia,22,1kg,26 - 36
2022,September,Coriander Leaves,8,1kg,Oct-13
2022,September,Corn,26,1kg,31 - 43
2022,September,Cucumber,20,1kg,24 - 33
2022,September,Curry Leaves,28,1kg,34 - 46
2022,September,Dill Leaves,14,1kg,17 - 23
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,27,1kg,32 - 45
2022,September,Brinjal (Big),29,1kg,35 - 48
2022,September,Elephant Yam,25,1kg,30 - 41
2022,September,Fenugreek Leaves,8,1kg,Oct-13
2022,September,French Beans,50,1kg,60 - 83
2022,September,Garlic,72,1kg,86 - 119
2022,September,Ginger,40,1kg,48 - 66
2022,September,Onion Green,43,1kg,52 - 71
2022,September,Green Peas,79,1kg,95 - 130
2022,September,Ivy Gourd,27,1kg,32 - 45
2022,September,Lemon (Lime),53,1kg,64 - 87
2022,September,Mango Raw,86,1kg,103 - 142
2022,September,Mint Leaves,6,1kg,07-Oct
2022,September,Mushroom,78,1kg,94 - 129
2022,September,Mustard Leaves,13,1kg,16 - 21
2022,September,Ladies Finger,20,1kg,24 - 33
2022,September,Pumpkin,20,1kg,24 - 33
2022,September,Radish,28,1kg,34 - 46
2022,September,Ridge Gourd,29,1kg,35 - 48
2022,September,Shallot (Pearl Onion),34,1kg,41 - 56
2022,September,Snake Gourd,27,1kg,32 - 45
2022,September,Sorrel Leaves,10,1kg,Dec-17
2022,September,Spinach,12,1kg,14 - 20
2022,September,Sweet Potato,38,1kg,46 - 63
2022,September,Onion Big,28,1kg,34 - 46
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,33,1kg,40 - 54
2022,September,Green Chilli,35,1kg,42 - 58
2022,September,Beetroot,35,1kg,42 - 58
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,10,1kg,Dec-17
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,26,1kg,31 - 43
2022,September,Baby Corn,64,1kg,77 - 106
2022,September,Banana Flower,18,1kg,22 - 30
2022,September,Capsicum,34,1kg,41 - 56
2022,September,Bitter Gourd,39,1kg,47 - 64
2022,September,Bottle Gourd,26,1kg,31 - 43
2022,September,Butter Beans,72,1kg,86 - 119
2022,September,Broad Beans,45,1kg,54 - 74
2022,September,Cabbage,21,1kg,25 - 35
2022,September,Carrot,43,1kg,52 - 71
2022,September,Cauliflower,26,1kg,31 - 43
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,32,1kg,38 - 53
2022,September,Colocasia Leaves,14,1kg,17 - 23
2022,September,Colocasia,22,1kg,26 - 36
2022,September,Coriander Leaves,8,1kg,Oct-13
2022,September,Corn,26,1kg,31 - 43
2022,September,Cucumber,20,1kg,24 - 33
2022,September,Curry Leaves,28,1kg,34 - 46
2022,September,Dill Leaves,14,1kg,17 - 23
2022,September,Drumsticks,40,1kg,48 - 66
2022,September,Brinjal,27,1kg,32 - 45
2022,September,Brinjal (Big),29,1kg,35 - 48
2022,September,Elephant Yam,25,1kg,30 - 41
2022,September,Fenugreek Leaves,8,1kg,Oct-13
2022,September,French Beans,50,1kg,60 - 83
2022,September,Garlic,72,1kg,86 - 119
2022,September,Ginger,40,1kg,48 - 66
2022,September,Onion Green,43,1kg,52 - 71
2022,September,Green Peas,79,1kg,95 - 130
2022,September,Ivy Gourd,27,1kg,32 - 45
2022,September,Lemon (Lime),53,1kg,64 - 87
2022,September,Mango Raw,86,1kg,103 - 142
2022,September,Mint Leaves,6,1kg,07-Oct
2022,September,Mushroom,78,1kg,94 - 129
2022,September,Mustard Leaves,13,1kg,16 - 21
2022,September,Ladies Finger,20,1kg,24 - 33
2022,September,Pumpkin,20,1kg,24 - 33
2022,September,Radish,28,1kg,34 - 46
2022,September,Ridge Gourd,29,1kg,35 - 48
2022,September,Shallot (Pearl Onion),34,1kg,41 - 56
2022,September,Snake Gourd,27,1kg,32 - 45
2022,September,Sorrel Leaves,10,1kg,Dec-17
2022,September,Spinach,12,1kg,14 - 20
2022,September,Sweet Potato,38,1kg,46 - 63
2022,September,Onion Big,28,1kg,34 - 46
2022,September,Onion Small,32,1kg,38 - 53
2022,September,Tomato,33,1kg,40 - 54
2022,September,Green Chilli,35,1kg,42 - 58
2022,September,Beetroot,35,1kg,42 - 58
2022,September,Potato,33,1kg,40 - 54
2022,September,Raw Banana (Plantain),10,1kg,Dec-17
2022,September,Amaranth Leaves,10,1kg,Dec-17
2022,September,Amla,50,1kg,60 - 83
2022,September,Ash gourd,26,1kg,31 - 43
2022,September,Baby Corn,64,1kg,77 - 106
2022,September,Banana Flower,18,1kg,22 - 30
2022,September,Capsicum,34,1kg,41 - 56
2022,September,Bitter Gourd,39,1kg,47 - 64
2022,September,Bottle Gourd,26,1kg,31 - 43
2022,September,Butter Beans,72,1kg,86 - 119
2022,September,Broad Beans,45,1kg,54 - 74
2022,September,Cabbage,21,1kg,25 - 35
2022,September,Carrot,43,1kg,52 - 71
2022,September,Cauliflower,26,1kg,31 - 43
2022,September,Cluster beans,35,1kg,42 - 58
2022,September,Coconut,32,1kg,38 - 53
2022,September,Colocasia Leaves,14,1kg,17 - 23
2022,September,Colocasia,22,1kg,26 - 36
2022,September,Coriander Leaves,8,1kg,Oct-13
2022,September,Corn,26,1kg,31 - 43
2022,September,Cucumber,20,1kg,24 - 33
